Frame;Object_ID;Size;Perimeter;Length;Intensity;X;Y;Z
%background:/private/tmp/2//sequence.tif
0;0;1.0;4.0;1.0;149.5505266765381;67.0;93.0;0.0
0;0;1.0;4.0;1.0;45.318658935647356;70.0;98.0;0.0
0;0;36.0;28.0;2.0;43.20667454271034;65.86111450195312;152.4166717529297;0.0
0;0;44.0;30.0;1.0;45.207276121278966;57.09090805053711;102.93181610107422;0.0
0;0;22.0;22.0;3.0;42.28893547967191;123.0;135.36363220214844;0.0
1;0;23.0;22.0;1.0;251.68785206722126;224.78260803222656;91.13043212890625;0.0
1;0;284.0;88.0;8.0;109.39782379212336;89.62323760986328;104.62323760986328;0.0
1;0;95.0;52.0;10.0;116.70294015052302;53.599998474121094;136.43157958984375;0.0
1;0;470.0;104.0;16.0;103.84656290360736;92.04893493652344;141.5957489013672;0.0
1;0;31.0;24.0;2.0;104.88344409323855;71.29032135009766;164.4516143798828;0.0
1;0;67.0;42.0;7.0;198.4136864675494;97.28358459472656;211.1343231201172;0.0
1;0;27.0;22.0;1.0;205.1450173999178;76.81481170654297;226.59259033203125;0.0
1;0;30.0;24.0;3.0;241.66980425014518;17.566667556762695;264.1666564941406;0.0
1;0;39.0;28.0;1.0;209.81116693418144;142.7948760986328;49.128204345703125;0.0
1;0;12.0;14.0;3.0;121.60524043790403;227.5833282470703;165.0;0.0
1;0;35.0;26.0;1.0;190.70835484117413;148.42857360839844;104.25714111328125;0.0
1;0;27.0;24.0;1.0;229.42345144323255;139.44444274902344;73.70370483398438;0.0
1;0;18.0;20.0;2.0;188.33723717766068;186.3333282470703;218.3333282470703;0.0
1;0;26.0;20.0;2.0;127.6276370569746;8.84615421295166;272.19232177734375;0.0
1;0;36.0;26.0;3.0;140.0734065645544;191.9166717529297;195.63888549804688;0.0
1;0;16.0;18.0;2.0;186.7814338668746;85.1875;242.625;0.0
1;0;19.0;18.0;1.0;158.21487010158236;141.42105102539062;164.8947296142578;0.0
1;0;46.0;32.0;1.0;110.02015340266723;99.36956787109375;39.630435943603516;0.0
1;0;8.0;14.0;3.0;168.8070004913858;195.0;127.625;0.0
1;0;22.0;22.0;1.0;108.30281412161057;59.95454406738281;69.0;0.0
1;0;12.0;16.0;2.0;107.84004433379016;182.6666717529297;252.6666717529297;0.0
1;0;16.0;18.0;2.0;112.27229076753783;216.0;21.625;0.0
1;0;24.0;22.0;1.0;79.23548240876482;181.125;206.1666717529297;0.0
1;0;23.0;22.0;2.0;80.67576531880536;68.39130401611328;249.0869598388672;0.0
1;0;14.0;16.0;2.0;84.32562534332726;186.92857360839844;233.85714721679688;0.0
1;0;44.0;34.0;2.0;67.50412224507058;130.81817626953125;158.22727966308594;0.0
1;0;311.0;92.0;17.0;50.8379837440325;168.2700958251953;85.6527328491211;0.0
1;0;105.0;44.0;1.0;52.72624492516137;132.89523315429688;113.35237884521484;0.0
1;0;70.0;44.0;7.0;48.465750988847326;57.57143020629883;102.92857360839844;0.0
1;0;2.0;6.0;2.0;95.57673572368887;116.0;132.5;0.0
1;0;1.0;1.0;1.0;79.95231766671645;0.0;0.0;0.0
1;0;4.0;6.0;3.0;70.234394561356;6.75;0.25;0.0
1;0;16.0;18.0;2.0;50.009394392678175;71.8125;84.625;0.0
1;0;16.0;16.0;4.0;48.659539360397595;185.5;273.0;0.0
1;0;23.0;22.0;2.0;43.75418020569299;122.52173614501953;136.3478240966797;0.0
1;0;6.0;12.0;3.0;76.55716087256401;217.0;168.8333282470703;0.0
1;0;8.0;14.0;2.0;62.97236529210452;115.875;263.25;0.0
2;0;24.0;22.0;1.0;236.86672953425023;224.75;91.54166412353516;0.0
2;0;364.0;96.0;15.0;95.18050812092929;89.79669952392578;104.3956069946289;0.0
2;0;38.0;28.0;2.0;69.51097030609732;165.55262756347656;102.7631607055664;0.0
2;0;91.0;44.0;1.0;112.30095338615456;148.37362670898438;113.69230651855469;0.0
2;0;14.0;18.0;1.0;68.70636682089705;135.14285278320312;115.92857360839844;0.0
2;0;678.0;130.0;22.0;90.05068453118082;90.40855407714844;141.9586944580078;0.0
2;0;76.0;38.0;3.0;108.87066238727147;53.26315689086914;134.25;0.0
2;0;14.0;16.0;2.0;113.669334301343;52.5;144.5;0.0
2;0;32.0;26.0;1.0;101.51920467078766;71.15625;164.625;0.0
2;0;51.0;38.0;5.0;244.8929931404433;96.07843017578125;212.72549438476562;0.0
2;0;37.0;30.0;1.0;225.5852414529669;24.945945739746094;258.70269775390625;0.0
2;0;34.0;26.0;2.0;233.76129365410648;142.5;49.70588302612305;0.0
2;0;20.0;20.0;2.0;189.93861007628357;188.25;214.85000610351562;0.0
2;0;19.0;22.0;1.0;190.96740614181218;140.6842041015625;166.7894744873047;0.0
2;0;35.0;30.0;1.0;166.5905819911603;76.28571319580078;233.37142944335938;0.0
2;0;35.0;26.0;2.0;187.62796612113775;138.91429138183594;72.19999694824219;0.0
2;0;38.0;28.0;2.0;150.01195975312075;191.9736785888672;195.9736785888672;0.0
2;0;12.0;13.0;3.0;229.33699491136204;7.416666507720947;273.1666564941406;0.0
2;0;44.0;30.0;4.0;121.08255719561447;98.95454406738281;39.772727966308594;0.0
2;0;14.0;16.0;3.0;147.99515546158582;88.64286041259766;239.7142791748047;0.0
2;0;12.0;16.0;2.0;151.42305438279485;61.66666793823242;71.91666412353516;0.0
2;0;11.0;16.0;2.0;122.75264537041238;194.27272033691406;128.09091186523438;0.0
2;0;9.0;14.0;2.0;160.38987552907437;181.88888549804688;252.22222900390625;0.0
2;0;11.0;16.0;4.0;129.45548667783385;216.27272033691406;21.0;0.0
2;0;5.0;5.0;5.0;129.61676004715017;228.0;164.0;0.0
2;0;22.0;20.0;2.0;84.5426388370868;181.27272033691406;206.9545440673828;0.0
2;0;15.0;18.0;2.0;103.14372054909977;69.53333282470703;249.3333282470703;0.0
2;0;68.0;38.0;2.0;63.34246916124181;129.5441131591797;156.69117736816406;0.0
2;0;14.0;16.0;2.0;79.77313565141745;187.2857208251953;233.5;0.0
2;0;5.0;12.0;3.0;89.477200899509;218.1999969482422;168.8000030517578;0.0
2;0;13.0;14.0;8.0;51.111787329417155;2.923076868057251;0.38461539149284363;0.0
2;0;23.0;22.0;4.0;52.98302402495971;70.9565200805664;85.47826385498047;0.0
2;0;41.0;28.0;2.0;46.622706578754105;57.07316970825195;105.24390411376953;0.0
2;0;25.0;24.0;1.0;49.1006183292908;164.8000030517578;75.68000030517578;0.0
2;0;4.0;10.0;1.0;70.48684353456746;119.0;124.25;0.0
2;0;17.0;18.0;4.0;48.772767684247704;185.2941131591797;272.8823547363281;0.0
2;0;5.0;7.0;2.0;71.35099374126229;185.8000030517578;0.4000000059604645;0.0
2;0;7.0;12.0;1.0;54.944544402050546;123.57142639160156;147.7142791748047;0.0
2;0;32.0;24.0;1.0;41.86003668700686;122.15625;134.75;0.0
2;0;7.0;12.0;1.0;65.01585995284076;116.0;264.0;0.0
2;0;12.0;16.0;4.0;48.067286892427674;54.91666793823242;97.75;0.0
